id_properti,luas_tanah,luas_bangunan,kamar_tidur,kamar_mandi,jumlah_lantai,usia_bangunan,jarak_pusat_kota,kondisi_bangunan,tipe_properti,garasi,kota,harga_jual
PROP-1650,279.0,181.0,3,3,1,9.0,29.2,,Villa,0,Jakarta,1791.3
PROP-2608,536.0,445.0,2,1,2,26.0,15.0,Baik,Rumah,0,Semarang,1842.0
PROP-0259,546.0,479.0,3,3,3,24.0,17.9,Cukup,Rumah,0,Medan,1722.8
PROP-0848,114.0,64.0,3,2,2,21.0,27.2,Cukup,Villa,0,Jakarta,286.0
PROP-4252,280.0,225.0,2,1,2,38.0,5.9,Buruk,Townhouse,1,Jakarta,2174.4
PROP-1234,683.0,497.0,4,4,2,30.0,12.6,Baik,Villa,1,Medan,2870.4
PROP-1128,221.0,169.0,4,4,3,37.0,7.7,Baik,Townhouse,0,Bandung,874.8
PROP-1968,206.0,146.0,3,2,3,36.0,7.3,Baik,Rumah,1,Semarang,707.5
PROP-0559,669.0,316.0,3,3,2,37.0,29.4,Buruk,Rumah,1,Bandung,1406.8
PROP-3906,380.0,230.0,2,1,1,8.0,21.7,Cukup,Rumah,0,Surabaya,1026.7
PROP-0485,377.0,268.0,2,1,3,,6.3,Baik,Rumah,1,Semarang,1167.8
PROP-1321,428.0,369.0,3,3,2,17.0,16.1,Buruk,Villa,0,Surabaya,2746.5
PROP-3405,618.0,320.0,3,3,2,18.0,20.7,Cukup,Townhouse,0,Medan,1663.8
PROP-0008,586.0,364.0,4,4,1,31.0,7.3,Buruk,Villa,1,Jakarta,5392.7
PROP-3280,785.0,382.0,2,2,3,38.0,21.0,Buruk,Villa,1,Bandung,2790.0
PROP-3190,744.0,495.0,4,3,2,11.0,14.6,Baik,Townhouse,1,Bandung,2885.1
PROP-1451,651.0,308.0,4,4,3,23.0,2.8,Baik,Rumah,0,Medan,1643.0
PROP-3981,257.0,211.0,3,3,2,13.0,11.7,Baik,Rumah,1,Surabaya,1227.3
PROP-1815,95.0,43.0,5,4,2,4.0,17.2,Baik,Rumah,1,Medan,343.5
PROP-0774,694.0,350.0,5,4,1,25.0,,Cukup,Villa,1,Medan,2488.0
PROP-1012,585.0,473.0,2,2,3,6.0,9.3,Baik,Rumah,1,Bandung,2320.2
PROP-2819,563.0,317.0,5,4,1,21.0,23.4,Baik,Rumah,0,Surabaya,1749.9
PROP-3276,151.0,88.0,2,2,3,,19.5,Buruk,Villa,1,Medan,542.5
PROP-1992,62.0,51.0,2,2,3,28.0,13.4,Baik,Townhouse,1,Jakarta,476.2
PROP-1278,226.0,153.0,3,3,2,40.0,0.5,Cukup,Rumah,1,Surabaya,1094.1
PROP-1784,351.0,165.0,3,3,2,25.0,21.9,Baik,Villa,0,Semarang,1233.5
PROP-3106,309.0,267.0,4,4,2,35.0,18.4,Baik,Rumah,0,Jakarta,2238.7
PROP-0447,449.0,289.0,3,2,1,22.0,15.5,Cukup,Rumah,1,Jakarta,2558.7
PROP-0881,383.0,178.0,5,4,1,15.0,16.1,Baik,Townhouse,0,Jakarta,1921.7
PROP-4460,461.0,285.0,3,3,1,26.0,1.1,Baik,Rumah,1,Bandung,1708.5
PROP-0782,456.0,272.0,3,3,1,6.0,13.2,Baik,Rumah,1,Surabaya,1690.1
PROP-1750,642.0,482.0,3,3,1,16.0,26.1,Buruk,Rumah,1,Jakarta,3278.8
PROP-3389,135.0,84.0,4,3,2,1.0,1.2,Cukup,Rumah,1,Surabaya,935.2
PROP-4882,762.0,362.0,2,1,2,,14.7,Baik,Villa,1,Bandung,3119.4
PROP-0884,516.0,430.0,3,2,2,17.0,14.7,Baik,Rumah,1,Bandung,1879.2
PROP-2945,101.0,73.0,5,4,2,8.0,7.7,Cukup,Rumah,0,Medan,446.5
PROP-1092,288.0,237.0,6,4,1,19.0,2.2,Baik,Villa,0,Jakarta,3277.6
PROP-4784,175.0,101.0,4,3,1,36.0,1.2,Baik,Villa,0,Bandung,1040.6
PROP-0532,619.0,372.0,2,2,1,9.0,19.9,Cukup,Townhouse,0,Jakarta,3640.3
PROP-4023,442.0,204.0,3,3,2,15.0,10.4,Baik,Rumah,1,Medan,1160.0
PROP-4422,299.0,216.0,2,2,2,12.0,5.5,Baik,Rumah,1,Surabaya,1101.2
PROP-4099,218.0,116.0,2,1,2,13.0,16.7,Cukup,Villa,1,Semarang,674.7
PROP-1728,189.0,145.0,4,3,1,18.0,11.0,Baik,Rumah,0,Jakarta,1248.6
PROP-0611,616.0,488.0,2,1,2,34.0,13.9,Buruk,Rumah,1,Semarang,2008.8
PROP-0571,568.0,257.0,2,1,2,18.0,5.6,Cukup,Rumah,1,Surabaya,1859.5
PROP-2672,153.0,70.0,3,3,1,30.0,17.8,Cukup,Rumah,1,Bandung,312.7
PROP-3719,201.0,156.0,2,1,2,2.0,6.6,Baik,Rumah,1,Jakarta,1467.9
PROP-0344,726.0,400.0,2,1,3,26.0,3.5,Cukup,Villa,1,Medan,2355.2
PROP-3001,358.0,282.0,4,4,1,15.0,14.4,Cukup,Townhouse,1,Surabaya,1729.8
PROP-3140,777.0,590.0,3,2,1,22.0,11.4,Baik,Rumah,1,Jakarta,4631.5
PROP-0435,437.0,391.0,3,3,1,30.0,26.9,Baik,Townhouse,1,Semarang,1538.9
PROP-1904,619.0,323.0,3,3,2,23.0,21.1,Cukup,Villa,1,Surabaya,2694.1
PROP-3805,534.0,263.0,2,1,2,28.0,2.6,Baik,Townhouse,0,Jakarta,3072.9
PROP-4777,65.0,47.0,2,2,2,7.0,25.9,Baik,Villa,1,Medan,160.1
PROP-2070,264.0,239.0,3,2,1,15.0,22.6,Baik,Rumah,1,Semarang,923.0
PROP-1538,329.0,261.0,3,2,1,38.0,,Cukup,Rumah,1,Jakarta,2238.9
PROP-2253,526.0,365.0,3,3,1,31.0,7.8,Baik,Rumah,0,Semarang,1576.4
PROP-2347,774.0,626.0,3,3,1,18.0,28.7,Cukup,Villa,0,Bandung,3759.3
PROP-1518,94.0,59.0,6,4,1,28.0,8.4,Baik,Rumah,0,Semarang,409.2
PROP-0966,121.0,92.0,6,4,2,10.0,10.2,Cukup,Townhouse,1,Jakarta,1402.6
PROP-4407,523.0,278.0,3,2,2,27.0,24.3,Cukup,Villa,1,Surabaya,2284.8
PROP-0529,663.0,587.0,2,1,1,10.0,29.9,,Rumah,0,Jakarta,3939.9
PROP-0177,173.0,155.0,2,1,1,37.0,7.5,Cukup,Rumah,1,Medan,607.3
PROP-3483,285.0,202.0,2,1,2,9.0,24.6,Buruk,Rumah,0,Semarang,722.0
PROP-2544,60.0,45.0,3,2,1,33.0,14.3,Baik,Rumah,1,Surabaya,191.6
PROP-4936,339.0,227.0,4,3,1,,2.8,Baik,Rumah,1,Semarang,1117.0
PROP-0573,423.0,322.0,2,1,2,23.0,3.3,Baik,Villa,1,Jakarta,4392.5
PROP-2300,729.0,662.0,3,2,1,32.0,24.5,Buruk,Rumah,1,Jakarta,5249.2
PROP-3509,723.0,515.0,2,2,3,9.0,5.2,Baik,Townhouse,1,Jakarta,5695.5
PROP-2460,642.0,324.0,1,1,3,24.0,19.3,Cukup,Townhouse,0,Jakarta,2951.5
PROP-3610,504.0,421.0,4,4,2,3.0,19.0,Buruk,Villa,1,Semarang,2620.3
PROP-4555,749.0,543.0,2,1,2,8.0,15.9,Buruk,Villa,1,Medan,2778.6
PROP-2209,738.0,417.0,4,4,1,15.0,12.6,Baik,Rumah,1,Surabaya,2258.9
PROP-4721,124.0,101.0,3,3,2,21.0,16.6,Baik,Townhouse,1,Surabaya,633.6
PROP-2756,183.0,116.0,3,3,3,19.0,8.0,Cukup,Rumah,1,Surabaya,759.0
PROP-0384,164.0,131.0,4,3,1,11.0,23.2,Baik,Rumah,1,Bandung,498.6
PROP-0853,693.0,546.0,2,1,2,0.0,13.1,Buruk,Rumah,0,Surabaya,2700.8
PROP-1881,418.0,260.0,5,4,3,16.0,6.6,Cukup,Rumah,1,Semarang,1585.2
PROP-0371,476.0,225.0,3,3,3,12.0,20.0,,Townhouse,1,Bandung,1493.9
PROP-2379,632.0,313.0,2,1,1,5.0,0.5,Cukup,Rumah,0,Medan,1618.5
PROP-4324,798.0,385.0,4,3,1,37.0,7.4,Baik,Rumah,1,Semarang,2153.3
PROP-1106,100.0,71.0,4,4,2,39.0,,Baik,Rumah,0,Semarang,309.6
PROP-3414,600.0,402.0,3,3,1,9.0,15.1,Cukup,Rumah,1,Surabaya,2326.2
PROP-3947,260.0,210.0,3,2,2,21.0,16.9,Cukup,Villa,1,Surabaya,1564.7
PROP-1337,663.0,420.0,4,3,1,39.0,14.4,Buruk,Rumah,1,Semarang,1780.0
PROP-2190,595.0,360.0,3,3,2,27.0,3.4,Cukup,Rumah,1,Jakarta,3386.9
PROP-4595,252.0,222.0,3,2,3,36.0,26.7,Buruk,Villa,1,Surabaya,1224.9
PROP-2320,319.0,159.0,2,1,2,0.0,7.9,Cukup,Villa,1,Bandung,1329.2
PROP-4706,174.0,151.0,5,4,2,29.0,26.6,Cukup,Rumah,1,Bandung,589.8
PROP-3711,150.0,73.0,3,3,3,33.0,27.7,Baik,Rumah,1,Medan,247.7
PROP-4849,328.0,226.0,1,1,1,28.0,,Baik,Rumah,1,Medan,738.7
PROP-1172,151.0,109.0,6,4,2,4.0,21.8,Baik,Rumah,1,Jakarta,1229.8
PROP-4326,392.0,292.0,5,4,3,11.0,29.2,Buruk,Rumah,1,Medan,1110.3
PROP-2695,442.0,346.0,3,3,1,5.0,5.3,Baik,Rumah,0,Medan,1476.3
PROP-1423,293.0,267.0,3,2,2,11.0,18.7,Cukup,Rumah,1,Jakarta,1936.0
PROP-2342,157.0,94.0,6,4,2,0.0,19.0,Baik,Rumah,1,Jakarta,1086.7
PROP-2652,408.0,264.0,2,2,2,14.0,17.8,Baik,Rumah,1,Semarang,900.0
PROP-4156,135.0,100.0,3,2,1,26.0,13.1,Baik,Townhouse,1,Jakarta,1006.7
PROP-1465,183.0,82.0,2,1,2,14.0,18.7,Buruk,Rumah,1,Bandung,360.0
PROP-0875,93.0,58.0,3,3,2,33.0,8.6,Baik,Rumah,1,Bandung,406.4
PROP-3340,240.0,172.0,3,2,2,17.0,28.2,Baik,Rumah,0,Bandung,664.6
PROP-4341,516.0,,4,3,2,16.0,26.6,Buruk,Rumah,0,Jakarta,3582.6
PROP-1252,129.0,59.0,2,2,2,1.0,4.4,Cukup,Rumah,0,Bandung,432.6
PROP-2349,81.0,55.0,2,2,1,12.0,28.8,Baik,Rumah,1,Surabaya,150.0
PROP-0841,67.0,40.0,6,4,1,38.0,12.3,Baik,Rumah,1,Bandung,347.6
PROP-4569,329.0,237.0,4,3,1,34.0,18.3,Baik,Villa,1,Jakarta,2422.0
PROP-0582,280.0,136.0,2,1,1,26.0,26.2,Baik,Rumah,1,Surabaya,636.5
PROP-0205,764.0,564.0,4,4,1,34.0,26.9,Cukup,Rumah,1,Medan,2039.7
PROP-1642,612.0,536.0,5,4,2,35.0,1.5,Buruk,Rumah,1,Jakarta,4695.8
PROP-2015,384.0,271.0,5,4,1,39.0,17.8,Cukup,Townhouse,1,Bandung,1400.8
PROP-0906,112.0,101.0,3,3,1,19.0,3.7,Baik,Villa,1,Jakarta,1505.3
PROP-0632,346.0,262.0,6,4,2,35.0,12.6,Baik,Rumah,0,Bandung,1489.2
PROP-3365,476.0,437.0,3,3,3,14.0,29.7,Baik,Townhouse,1,Jakarta,3486.1
PROP-1975,193.0,156.0,6,4,3,28.0,5.9,Baik,Rumah,1,Medan,812.9
PROP-0163,490.0,279.0,6,4,2,12.0,27.0,Baik,Villa,1,Medan,2145.5
PROP-3173,318.0,255.0,3,3,2,8.0,9.0,Cukup,Villa,1,Jakarta,3685.7
PROP-3613,438.0,310.0,4,3,2,29.0,26.9,Baik,Townhouse,1,Bandung,1521.9
PROP-4676,315.0,262.0,4,3,1,18.0,10.5,Buruk,Rumah,0,Surabaya,1460.3
PROP-0618,588.0,266.0,4,3,1,4.0,25.1,Baik,Rumah,1,Bandung,1550.6
PROP-4069,290.0,138.0,4,4,1,27.0,21.9,Baik,Townhouse,1,Bandung,823.5
PROP-1432,747.0,471.0,3,2,1,34.0,25.9,Cukup,Rumah,1,Surabaya,2428.6
PROP-0548,688.0,343.0,3,2,1,21.0,17.3,Buruk,Rumah,0,Semarang,1799.6
PROP-3335,487.0,402.0,3,2,3,26.0,18.0,Baik,Rumah,1,Bandung,1602.0
PROP-4547,148.0,82.0,3,3,3,29.0,29.3,Buruk,Villa,1,Surabaya,350.6
PROP-4224,459.0,413.0,2,2,3,16.0,17.1,Cukup,Villa,1,Jakarta,4479.8
PROP-2388,327.0,218.0,2,2,1,34.0,2.1,Buruk,Rumah,1,Jakarta,2007.2
PROP-4244,298.0,163.0,3,3,1,3.0,27.7,Cukup,Townhouse,1,Semarang,707.6
PROP-3996,302.0,198.0,3,2,1,1.0,16.0,Buruk,Villa,1,Semarang,1103.2
PROP-4066,671.0,582.0,5,4,2,27.0,,Baik,Townhouse,0,Jakarta,4870.1
PROP-1862,60.0,44.0,3,2,2,39.0,29.4,Baik,Rumah,0,Surabaya,150.0
PROP-0641,166.0,121.0,2,1,3,13.0,6.8,Baik,Villa,0,Bandung,1090.4
PROP-3903,564.0,397.0,3,3,1,29.0,9.9,Baik,Villa,1,Semarang,2536.5
PROP-0638,739.0,600.0,3,2,1,22.0,11.1,Buruk,Villa,0,Bandung,3723.0
PROP-4263,327.0,208.0,3,2,2,31.0,26.1,Baik,Rumah,0,Surabaya,1113.9
PROP-3911,575.0,363.0,3,2,1,28.0,8.2,Baik,Rumah,1,Jakarta,3166.6
PROP-2987,110.0,55.0,3,3,2,27.0,20.7,Cukup,Rumah,1,Surabaya,267.2
PROP-2097,389.0,283.0,3,2,1,12.0,6.6,Cukup,Rumah,0,Jakarta,2873.3
PROP-4612,795.0,509.0,3,3,1,19.0,18.9,Cukup,Rumah,1,Jakarta,4432.5
PROP-3076,223.0,151.0,3,3,1,16.0,15.9,Baik,Villa,0,Medan,786.3
PROP-3675,419.0,212.0,3,3,1,0.0,16.9,Baik,Rumah,1,Surabaya,1538.2
PROP-2842,425.0,317.0,2,2,2,15.0,22.7,Baik,Rumah,0,Jakarta,2877.0
PROP-0922,103.0,55.0,3,2,2,23.0,0.7,Baik,Rumah,0,Medan,385.4
PROP-0547,576.0,506.0,2,1,1,27.0,7.8,Baik,Rumah,1,Medan,2098.5
PROP-3667,632.0,363.0,3,3,2,19.0,12.1,Cukup,Villa,0,Surabaya,3712.3
PROP-1901,209.0,146.0,4,3,3,30.0,15.3,Baik,Rumah,1,Jakarta,1251.8
PROP-2029,774.0,418.0,2,2,2,17.0,21.2,Baik,Rumah,1,Medan,1776.4
PROP-2302,111.0,55.0,3,3,1,21.0,16.7,Baik,Rumah,0,Surabaya,321.3
PROP-1886,223.0,108.0,3,2,1,22.0,27.5,Baik,Townhouse,1,Jakarta,995.9
PROP-1643,477.0,294.0,6,4,1,28.0,14.6,Baik,Rumah,1,Jakarta,2641.7
PROP-3510,545.0,407.0,3,3,1,21.0,13.3,Cukup,Townhouse,1,Jakarta,4257.3
PROP-4810,777.0,539.0,2,1,1,27.0,15.0,Baik,Villa,1,Bandung,3640.0
PROP-2098,547.0,482.0,5,4,3,19.0,6.6,Baik,Rumah,0,Bandung,2163.8
PROP-4358,536.0,379.0,2,2,1,37.0,15.4,Baik,Rumah,1,Jakarta,3115.7
PROP-3789,463.0,294.0,4,4,2,31.0,9.7,Cukup,Villa,1,Surabaya,2466.5
PROP-4495,481.0,370.0,6,4,1,29.0,22.9,Baik,Rumah,1,Surabaya,1721.5
PROP-4968,596.0,450.0,3,3,2,10.0,29.2,,Rumah,0,Surabaya,2320.4
PROP-0837,127.0,78.0,3,2,3,38.0,24.5,Baik,Rumah,0,Surabaya,257.6
PROP-0602,554.0,323.0,3,3,2,6.0,2.2,Cukup,Rumah,0,Medan,1607.8
PROP-2185,579.0,465.0,5,4,2,5.0,8.3,Cukup,Rumah,1,Semarang,2030.1
PROP-3866,634.0,491.0,2,1,1,18.0,24.6,Baik,Rumah,1,Bandung,2051.2
PROP-2482,204.0,135.0,3,2,2,13.0,17.0,Cukup,Rumah,1,Bandung,560.0
PROP-4308,477.0,248.0,4,3,1,2.0,1.8,Cukup,Rumah,1,Bandung,1620.6
PROP-1583,143.0,103.0,3,3,2,23.0,14.3,Buruk,Townhouse,0,Medan,407.8
PROP-4267,418.0,266.0,5,4,1,19.0,23.1,Baik,Townhouse,1,Medan,1269.9
PROP-2534,208.0,188.0,2,2,2,36.0,13.5,Baik,Rumah,0,Surabaya,861.3
PROP-2726,354.0,195.0,4,4,1,11.0,,Baik,Villa,0,Bandung,1324.4
PROP-1071,328.0,174.0,4,3,2,14.0,13.8,Buruk,Townhouse,0,Semarang,886.5
PROP-1776,552.0,361.0,6,4,3,27.0,22.6,Baik,Rumah,1,Surabaya,2076.1
PROP-4809,650.0,349.0,5,4,1,9.0,19.3,Baik,Rumah,0,Bandung,1929.3
PROP-1284,679.0,454.0,3,3,2,25.0,29.2,Baik,Rumah,0,Bandung,2111.9
PROP-3051,789.0,677.0,4,4,1,,2.6,Cukup,Townhouse,1,Jakarta,6606.6
PROP-4754,653.0,432.0,3,2,2,38.0,17.8,Buruk,Townhouse,1,Jakarta,4231.0
PROP-1837,421.0,368.0,3,3,1,10.0,4.3,Baik,Rumah,1,Bandung,1942.4
PROP-4243,545.0,254.0,3,3,2,32.0,1.6,Baik,Villa,1,Surabaya,2938.7
PROP-1020,560.0,276.0,3,3,1,31.0,25.6,Baik,Rumah,0,Bandung,1392.4
PROP-4134,493.0,354.0,3,2,2,23.0,15.3,Baik,Villa,1,Medan,2367.4
PROP-1327,474.0,277.0,1,1,2,16.0,21.9,Buruk,Townhouse,1,Bandung,1623.6
PROP-0476,110.0,78.0,3,2,1,3.0,20.6,Buruk,Townhouse,1,Medan,295.6
PROP-4272,121.0,83.0,3,2,1,6.0,21.1,Baik,Rumah,1,Medan,337.9
PROP-1652,773.0,360.0,4,4,1,6.0,12.6,Cukup,Rumah,0,Semarang,1380.2
PROP-3999,306.0,157.0,3,3,1,10.0,18.5,Baik,Townhouse,1,Jakarta,1774.1
PROP-4468,,433.0,3,2,2,28.0,23.5,Baik,Rumah,1,Jakarta,3203.0
PROP-2611,321.0,193.0,3,2,1,39.0,8.9,Cukup,Rumah,1,Jakarta,1817.2
PROP-2477,604.0,427.0,2,1,1,7.0,23.6,Buruk,Rumah,1,Jakarta,3042.9
PROP-2584,429.0,266.0,3,3,2,16.0,1.8,Baik,Rumah,0,Semarang,1485.6
PROP-1374,248.0,198.0,3,3,1,0.0,2.6,Cukup,Rumah,1,Jakarta,2005.1
PROP-0740,576.0,332.0,3,2,3,9.0,27.7,Cukup,Villa,0,Bandung,2531.6
PROP-3619,263.0,215.0,2,1,2,6.0,25.7,Baik,Rumah,1,Medan,747.3
PROP-2441,596.0,435.0,2,1,2,40.0,1.3,Baik,Rumah,0,Semarang,1961.6
PROP-0868,642.0,466.0,4,3,2,18.0,15.4,Baik,Rumah,0,Jakarta,4428.0
PROP-1141,,62.0,3,2,1,5.0,28.0,Baik,Townhouse,1,Surabaya,257.0
PROP-0998,384.0,286.0,3,2,1,12.0,24.9,Cukup,Villa,0,Medan,1616.7
PROP-1338,426.0,296.0,3,3,1,35.0,6.4,Baik,Rumah,0,Bandung,1485.9
PROP-0542,438.0,291.0,3,2,2,11.0,9.4,Baik,Villa,0,Semarang,1936.4
PROP-1100,598.0,423.0,2,1,1,17.0,4.1,Buruk,Villa,1,Surabaya,3559.2
PROP-1133,379.0,198.0,3,3,2,1.0,8.0,Cukup,Rumah,1,Jakarta,2230.3
PROP-4065,494.0,437.0,3,3,2,10.0,3.7,Cukup,Rumah,1,Surabaya,2497.9
PROP-2716,544.0,490.0,3,2,3,20.0,7.1,Baik,Rumah,1,Semarang,1900.3
PROP-2259,165.0,149.0,3,2,1,16.0,4.2,Cukup,Townhouse,0,Bandung,999.8
PROP-4751,678.0,623.0,2,2,3,38.0,6.1,Baik,Rumah,1,Surabaya,3221.8
PROP-0060,390.0,318.0,3,2,2,19.0,28.7,Buruk,Rumah,0,,2008.6
PROP-2884,135.0,115.0,5,4,1,21.0,15.4,Baik,Rumah,1,Jakarta,1100.7
PROP-1939,694.0,390.0,4,4,1,15.0,17.6,Baik,Rumah,0,Semarang,1947.4
PROP-2577,592.0,513.0,2,1,2,0.0,6.2,Baik,Townhouse,1,Bandung,2697.3
PROP-4937,485.0,432.0,3,2,3,5.0,12.2,Cukup,Rumah,0,Surabaya,2126.1
PROP-1079,681.0,335.0,4,3,2,5.0,10.5,Cukup,Rumah,1,Jakarta,3947.4
PROP-3250,466.0,423.0,3,2,2,12.0,25.0,Buruk,Rumah,0,Jakarta,2908.1
PROP-3128,310.0,234.0,6,4,3,23.0,28.4,Buruk,Rumah,1,Bandung,954.9
PROP-2489,255.0,181.0,5,4,1,11.0,3.5,Cukup,Villa,1,Semarang,1500.8
PROP-0941,516.0,468.0,3,2,2,30.0,4.6,Cukup,Rumah,0,Semarang,1950.5
PROP-1081,674.0,457.0,3,3,2,39.0,8.5,Buruk,Rumah,1,Bandung,2164.8
PROP-0188,296.0,220.0,4,3,2,32.0,23.9,Baik,Townhouse,1,Jakarta,2030.1
PROP-2635,135.0,96.0,2,2,2,14.0,27.4,Cukup,Rumah,1,Medan,246.5
PROP-2086,658.0,371.0,4,4,1,27.0,3.3,Cukup,Rumah,1,Semarang,1819.2
PROP-2250,516.0,318.0,2,1,2,2.0,5.5,Baik,Townhouse,0,Jakarta,3300.0
PROP-4891,644.0,316.0,3,2,2,25.0,9.4,Buruk,Rumah,1,Medan,1277.8
PROP-2024,307.0,220.0,2,2,3,34.0,14.8,Cukup,Rumah,1,Semarang,767.2
PROP-3540,405.0,363.0,5,4,3,4.0,10.5,Baik,Rumah,1,Medan,1697.5
PROP-4049,303.0,203.0,4,4,3,36.0,28.0,Buruk,Villa,1,Semarang,1046.9
PROP-3607,633.0,429.0,5,4,3,11.0,10.1,Baik,Rumah,1,Surabaya,2536.3
PROP-0227,120.0,61.0,4,4,1,37.0,22.3,Buruk,Villa,1,Semarang,211.0
PROP-4848,514.0,449.0,2,1,2,10.0,9.7,Baik,Townhouse,0,Medan,1717.3
PROP-1930,194.0,160.0,3,2,2,39.0,28.1,Baik,Townhouse,1,Medan,461.4
PROP-3056,526.0,274.0,4,4,2,22.0,27.4,Baik,Villa,1,Bandung,2179.6
PROP-4490,621.0,332.0,1,1,1,6.0,29.0,Cukup,Villa,1,Semarang,2089.6
PROP-1405,352.0,292.0,6,4,2,34.0,13.1,Cukup,Rumah,1,Surabaya,1647.7
PROP-2180,642.0,388.0,5,4,1,3.0,23.2,Baik,Rumah,1,Surabaya,2245.2
PROP-0698,515.0,395.0,6,4,2,38.0,23.1,Buruk,Townhouse,1,Semarang,1575.7
PROP-1125,139.0,85.0,3,2,1,5.0,26.6,Baik,Townhouse,1,Bandung,405.7
PROP-3362,266.0,177.0,3,3,2,13.0,28.3,Baik,Rumah,1,Medan,574.9
PROP-4136,776.0,518.0,4,3,2,30.0,25.6,Cukup,Rumah,1,Surabaya,2571.2
PROP-1779,214.0,167.0,4,4,2,40.0,25.0,Baik,Villa,1,Semarang,770.5
PROP-2859,79.0,60.0,2,1,2,27.0,11.2,Buruk,Townhouse,1,Jakarta,342.9
PROP-1038,792.0,715.0,3,3,3,22.0,18.7,Baik,Rumah,1,Jakarta,5129.0
PROP-4457,565.0,261.0,4,3,1,16.0,9.4,Baik,Rumah,1,Surabaya,2127.3
PROP-2257,147.0,75.0,5,4,3,39.0,5.5,Cukup,Villa,1,Bandung,916.2
PROP-0314,336.0,236.0,4,3,3,17.0,4.8,Cukup,Rumah,1,Jakarta,2586.4
PROP-2282,212.0,161.0,3,3,1,28.0,3.1,Baik,Villa,1,Medan,1072.3
PROP-1417,119.0,106.0,3,3,2,37.0,20.3,Buruk,Rumah,1,Semarang,225.5
PROP-1037,138.0,90.0,4,3,2,7.0,12.6,Buruk,Rumah,1,Jakarta,1061.3
PROP-2160,316.0,250.0,4,4,3,29.0,25.6,Buruk,Townhouse,1,Surabaya,1507.5
PROP-4164,407.0,,3,2,2,26.0,15.5,Baik,Rumah,0,Semarang,1258.4
PROP-1755,781.0,633.0,3,2,1,23.0,10.8,Baik,Villa,0,Bandung,4298.3
PROP-3113,237.0,113.0,3,2,2,12.0,12.7,Cukup,Rumah,1,Medan,592.3
PROP-2814,227.0,142.0,2,2,1,14.0,5.6,Cukup,Rumah,0,Bandung,732.1
PROP-2699,686.0,463.0,3,3,2,4.0,28.3,Buruk,Rumah,1,Jakarta,3852.5
PROP-3208,158.0,134.0,3,3,1,29.0,26.1,Cukup,Rumah,1,Bandung,335.0
PROP-4351,266.0,227.0,4,4,1,10.0,1.0,Baik,Townhouse,1,Jakarta,2912.8
PROP-3432,724.0,415.0,3,2,1,0.0,3.2,Cukup,Villa,0,Jakarta,5773.5
PROP-1507,152.0,113.0,3,2,3,35.0,23.9,Baik,Rumah,0,Jakarta,558.7
PROP-1924,739.0,572.0,3,2,2,34.0,16.0,Baik,Villa,0,Jakarta,6554.1
PROP-0449,304.0,256.0,4,3,1,22.0,10.9,Cukup,Rumah,1,Jakarta,2149.9
PROP-4129,674.0,538.0,3,3,3,7.0,12.3,Baik,Rumah,1,Semarang,2592.2
PROP-2529,72.0,66.0,4,4,2,24.0,8.2,Cukup,Villa,1,Bandung,642.9
PROP-4970,462.0,371.0,3,3,1,14.0,,Baik,Rumah,1,Bandung,1914.5
PROP-2790,677.0,526.0,3,2,1,22.0,24.8,Baik,Rumah,0,Medan,1609.7
PROP-0362,604.0,469.0,4,4,1,23.0,3.1,Baik,Rumah,1,Semarang,2388.9
PROP-2184,362.0,204.0,6,4,1,11.0,25.8,Cukup,Villa,1,Semarang,1381.3
PROP-1135,379.0,332.0,3,3,2,29.0,23.3,Cukup,Rumah,1,Surabaya,1610.3
PROP-3881,625.0,496.0,5,4,3,28.0,1.5,Baik,Rumah,1,Jakarta,4904.2
PROP-2156,296.0,268.0,2,2,1,26.0,8.6,Baik,Rumah,0,Jakarta,1936.8
PROP-1831,387.0,273.0,5,4,2,15.0,16.0,Baik,Rumah,1,Jakarta,2579.7
PROP-1054,136.0,71.0,3,2,2,11.0,25.8,Baik,Villa,0,Bandung,429.6
PROP-0023,422.0,375.0,3,2,2,36.0,18.0,Baik,Townhouse,1,Surabaya,2037.9
PROP-2067,789.0,661.0,4,4,1,26.0,22.3,Baik,Rumah,1,Semarang,2625.7
PROP-1654,645.0,468.0,3,2,2,19.0,19.2,Cukup,Rumah,1,Bandung,2094.4
PROP-2588,180.0,119.0,1,1,2,21.0,26.8,Cukup,Rumah,0,Bandung,227.0
PROP-3211,787.0,388.0,3,2,1,26.0,14.4,Buruk,Rumah,1,Semarang,1758.2
PROP-4303,134.0,100.0,3,2,2,17.0,12.0,Baik,Rumah,1,Surabaya,580.9
PROP-4037,243.0,220.0,2,1,2,3.0,26.2,Baik,Rumah,1,Bandung,886.2
PROP-2326,588.0,538.0,3,3,2,20.0,12.4,Buruk,Townhouse,1,Semarang,2319.5
PROP-0461,558.0,431.0,5,4,1,5.0,20.1,Baik,Townhouse,0,Medan,2062.7
PROP-1068,712.0,559.0,2,2,1,30.0,6.0,Cukup,Villa,1,Bandung,3694.1
PROP-0088,484.0,,1,1,2,14.0,14.6,Cukup,Villa,1,Jakarta,4750.6
PROP-1431,544.0,353.0,3,3,2,10.0,22.5,Baik,Rumah,1,Bandung,
PROP-2648,95.0,81.0,3,3,3,37.0,17.9,Baik,Villa,1,Surabaya,591.6
PROP-0283,106.0,70.0,4,3,1,31.0,22.5,Baik,Rumah,1,Bandung,288.9
